DOMInventory,,,,,,,,,,
PartNumber,OnlineStoreIdentifier,PhysicalStoreIdentifier,InventoryStatus,AvailableQuantity,AvailableQuantityUOM,AvailabilityTime,AvailabilityOffset,LastUpdate,ContextStoreIdentifier,Delete
MCL011_111203,,,AVL,2100,C62,,,,,
MCL011_111204,,,AVL,1700,C62,,,,,
MCL011_111205,,,AVL,1600,C62,,,,,
MCL011_111206,,,AVL,1500,C62,,,,,
MCL011_111301,,,AVL,1800,C62,,,,,
MCL011_111302,,,AVL,1100,C62,,,,,
MCL011_111303,,,AVL,2500,C62,,,,,
MCL011_111304,,,AVL,2100,C62,,,,,
MCL011_111305,,,AVL,2100,C62,,,,,
MCL011_111306,,,AVL,1300,C62,,,,,
MCL011_111401,,,AVL,2900,C62,,,,,
MCL011_111402,,,AVL,2700,C62,,,,,
MCL011_111403,,,AVL,1900,C62,,,,,
MCL011_111404,,,AVL,1000,C62,,,,,
MCL011_111405,,,AVL,2300,C62,,,,,
MCL011_111406,,,AVL,1700,C62,,,,,
MCL011_111501,,,AVL,1500,C62,,,,,
MCL011_111502,,,AVL,1800,C62,,,,,
MCL011_111503,,,AVL,2000,C62,,,,,
MCL011_111504,,,AVL,3000,C62,,,,,
MCL011_111505,,,AVL,1200,C62,,,,,
MCL011_111506,,,AVL,2600,C62,,,,,
MCL011_111601,,,AVL,1200,C62,,,,,
MCL011_111602,,,AVL,2300,C62,,,,,
MCL011_111603,,,AVL,1300,C62,,,,,
MCL011_111604,,,AVL,1600,C62,,,,,
MCL011_111605,,,AVL,1400,C62,,,,,
MCL011_111606,,,AVL,2900,C62,,,,,
MCL011_111701,,,AVL,2900,C62,,,,,
MCL011_111702,,,AVL,1300,C62,,,,,
MCL011_111703,,,AVL,1300,C62,,,,,
MCL011_111704,,,AVL,1000,C62,,,,,
MCL011_111705,,,AVL,2900,C62,,,,,
MCL011_111706,,,AVL,2100,C62,,,,,
MCL011_111801,,,AVL,2700,C62,,,,,
MCL011_111802,,,AVL,1400,C62,,,,,
MCL011_111803,,,AVL,2300,C62,,,,,
MCL011_111804,,,AVL,1800,C62,,,,,
MCL011_111805,,,AVL,1700,C62,,,,,
MCL011_111806,,,AVL,1100,C62,,,,,
MCL011_112001,,,AVL,2500,C62,,,,,
MCL011_112002,,,AVL,2300,C62,,,,,
MCL011_112003,,,AVL,2700,C62,,,,,
MCL011_112004,,,AVL,2400,C62,,,,,
MCL011_112005,,,AVL,2300,C62,,,,,
MCL011_112006,,,AVL,2700,C62,,,,,
MCL011_112101,,,AVL,1800,C62,,,,,
MCL011_112102,,,AVL,2200,C62,,,,,
MCL011_112103,,,AVL,2500,C62,,,,,
MCL011_112104,,,AVL,2000,C62,,,,,
MCL011_112105,,,AVL,2000,C62,,,,,
MCL011_112106,,,AVL,1300,C62,,,,,
MCL011_112201,,,AVL,2800,C62,,,,,
MCL011_112202,,,AVL,3000,C62,,,,,
MCL011_112203,,,AVL,3000,C62,,,,,
MCL011_112204,,,AVL,2000,C62,,,,,
MCL011_112205,,,AVL,1900,C62,,,,,
MCL011_112206,,,AVL,1200,C62,,,,,
MCL008_080201,,,AVL,2300,C62,,,,,
MCL008_080202,,,AVL,1100,C62,,,,,
MCL008_080203,,,AVL,2600,C62,,,,,
MCL008_080204,,,AVL,1400,C62,,,,,
MCL008_080205,,,AVL,2900,C62,,,,,
MCL008_080206,,,AVL,2700,C62,,,,,
MCL008_080301,,,AVL,2300,C62,,,,,
MCL008_080302,,,AVL,1500,C62,,,,,
MCL008_080303,,,AVL,2700,C62,,,,,
MCL008_080304,,,AVL,3000,C62,,,,,
MCL008_080305,,,AVL,2000,C62,,,,,
MCL008_080401,,,AVL,3000,C62,,,,,
MCL008_080402,,,AVL,1600,C62,,,,,
MCL008_080403,,,AVL,2800,C62,,,,,
MCL008_080404,,,AVL,1800,C62,,,,,
MCL008_080405,,,AVL,2300,C62,,,,,
MCL008_080601,,,AVL,1600,C62,,,,,
MCL008_080602,,,AVL,2400,C62,,,,,
MCL008_080603,,,AVL,1700,C62,,,,,
MCL008_080604,,,AVL,1200,C62,,,,,
MCL008_080605,,,AVL,3000,C62,,,,,
MCL008_080901,,,AVL,2900,C62,,,,,
MCL008_080902,,,AVL,2500,C62,,,,,
MCL008_080903,,,AVL,2500,C62,,,,,
MCL008_080904,,,AVL,1200,C62,,,,,
MCL008_080905,,,AVL,2300,C62,,,,,
MCL008_081001,,,AVL,1600,C62,,,,,
MCL008_081002,,,AVL,2200,C62,,,,,
MCL008_081003,,,AVL,2200,C62,,,,,
MCL008_081004,,,AVL,1000,C62,,,,,
MCL008_081005,,,AVL,1900,C62,,,,,
MCL008_081101,,,AVL,1800,C62,,,,,
MCL008_081102,,,AVL,2600,C62,,,,,
MCL008_081103,,,AVL,2200,C62,,,,,
MCL008_081104,,,AVL,2200,C62,,,,,
MCL008_081105,,,AVL,2300,C62,,,,,
MCL008_081201,,,AVL,2000,C62,,,,,
MCL008_081202,,,AVL,1000,C62,,,,,
MCL008_081203,,,AVL,1100,C62,,,,,
MCL008_081301,,,AVL,1000,C62,,,,,
MCL008_081302,,,AVL,1100,C62,,,,,
MCL008_081303,,,AVL,1600,C62,,,,,
MCL008_081304,,,AVL,3000,C62,,,,,
MCL008_081501,,,AVL,2100,C62,,,,,
MCL008_081502,,,AVL,2100,C62,,,,,
MCL008_081503,,,AVL,1700,C62,,,,,
MCL008_081504,,,AVL,2700,C62,,,,,
MCL008_081505,,,AVL,1100,C62,,,,,
MCL008_081506,,,AVL,1300,C62,,,,,
MCL008_081507,,,AVL,2400,C62,,,,,
MCL008_081601,,,AVL,1300,C62,,,,,
MCL008_081602,,,AVL,1600,C62,,,,,
MCL008_081603,,,AVL,2700,C62,,,,,
MCL008_081604,,,AVL,1200,C62,,,,,
MCL008_081605,,,AVL,2000,C62,,,,,
MCL008_081606,,,AVL,2600,C62,,,,,
MCL008_081607,,,AVL,2200,C62,,,,,
MCL008_081608,,,AVL,2700,C62,,,,,
MCL008_081701,,,AVL,1200,C62,,,,,
MCL008_081702,,,AVL,3000,C62,,,,,
MCL008_081703,,,AVL,1200,C62,,,,,
MCL008_081704,,,AVL,1000,C62,,,,,
MCL008_081705,,,AVL,2900,C62,,,,,
MCL008_081706,,,AVL,2100,C62,,,,,
MCL008_081707,,,AVL,1600,C62,,,,,
MCL008_081801,,,AVL,1700,C62,,,,,
MCL008_081802,,,AVL,2000,C62,,,,,
MCL008_081803,,,AVL,1100,C62,,,,,
MCL008_081804,,,AVL,2000,C62,,,,,
MCL008_081805,,,AVL,1400,C62,,,,,
MCL008_081806,,,AVL,2000,C62,,,,,
MCL008_081807,,,AVL,2400,C62,,,,,
MCL008_081901,,,AVL,2500,C62,,,,,
MCL008_081902,,,AVL,2000,C62,,,,,
MCL008_081903,,,AVL,2500,C62,,,,,
MCL008_081904,,,AVL,2300,C62,,,,,
MCL008_081905,,,AVL,2800,C62,,,,,
MCL008_081906,,,AVL,2100,C62,,,,,
MCL008_081907,,,AVL,1800,C62,,,,,
MCL008_082001,,,AVL,2100,C62,,,,,
MCL008_082002,,,AVL,1500,C62,,,,,
MCL008_082003,,,AVL,2500,C62,,,,,
MCL008_082004,,,AVL,1000,C62,,,,,
MCL008_082005,,,AVL,1700,C62,,,,,
MCL008_082006,,,AVL,2400,C62,,,,,
MCL008_082007,,,AVL,1600,C62,,,,,
MCL008_082201,,,AVL,1000,C62,,,,,
MCL008_082202,,,AVL,1400,C62,,,,,
MCL008_082203,,,AVL,1000,C62,,,,,
MCL008_082204,,,AVL,2100,C62,,,,,
MCL008_082205,,,AVL,2200,C62,,,,,
MCL008_082206,,,AVL,2300,C62,,,,,
MCL008_082207,,,AVL,1200,C62,,,,,
MCL008_082501,,,AVL,2100,C62,,,,,
MCL008_082502,,,AVL,1400,C62,,,,,
MCL008_082503,,,AVL,1000,C62,,,,,
MCL008_082504,,,AVL,1300,C62,,,,,
MCL008_082505,,,AVL,2800,C62,,,,,
MCL008_082506,,,AVL,1600,C62,,,,,
MCL008_082507,,,AVL,2300,C62,,,,,
MSH012_120101,,,AVL,1000,C62,,,,,
MSH012_120102,,,AVL,1000,C62,,,,,
MSH012_120103,,,AVL,1100,C62,,,,,
MSH012_120104,,,AVL,1600,C62,,,,,
MSH012_120105,,,AVL,1100,C62,,,,,
MSH012_120106,,,AVL,2300,C62,,,,,
MSH012_120107,,,AVL,1100,C62,,,,,
MSH012_120108,,,AVL,2600,C62,,,,,
MSH012_120201,,,AVL,1900,C62,,,,,
MSH012_120202,,,AVL,2800,C62,,,,,
MSH012_120203,,,AVL,1300,C62,,,,,
MSH012_120204,,,AVL,2800,C62,,,,,
MSH012_120205,,,AVL,2400,C62,,,,,
MSH012_120206,,,AVL,1000,C62,,,,,
MSH012_120207,,,AVL,1900,C62,,,,,
MSH012_120208,,,AVL,1900,C62,,,,,
MSH012_120401,,,AVL,2800,C62,,,,,
MSH012_120402,,,AVL,1100,C62,,,,,
MSH012_120403,,,AVL,2400,C62,,,,,
MSH012_120404,,,AVL,1300,C62,,,,,
MSH012_120405,,,AVL,2400,C62,,,,,
MSH012_120406,,,AVL,2600,C62,,,,,
MSH012_120407,,,AVL,2900,C62,,,,,
MSH012_120408,,,AVL,1200,C62,,,,,
MSH012_120601,,,AVL,1500,C62,,,,,
MSH012_120602,,,AVL,2600,C62,,,,,
MSH012_120603,,,AVL,2900,C62,,,,,
MSH012_120604,,,AVL,1300,C62,,,,,
MSH012_120605,,,AVL,2000,C62,,,,,
MSH012_120606,,,AVL,2300,C62,,,,,
MSH012_120607,,,AVL,1300,C62,,,,,
MSH012_120608,,,AVL,2800,C62,,,,,
MSH012_120801,,,AVL,2500,C62,,,,,
MSH012_120802,,,AVL,1000,C62,,,,,
MSH012_120803,,,AVL,1600,C62,,,,,
MSH012_120804,,,AVL,1200,C62,,,,,
MSH012_120805,,,AVL,1200,C62,,,,,
MSH012_120806,,,AVL,1800,C62,,,,,
MSH012_120807,,,AVL,1000,C62,,,,,
MSH012_120808,,,AVL,2400,C62,,,,,
MSH012_121001,,,AVL,2800,C62,,,,,
MSH012_121002,,,AVL,2100,C62,,,,,
MSH012_121003,,,AVL,1000,C62,,,,,
MSH012_121004,,,AVL,2200,C62,,,,,
MSH012_121005,,,AVL,2400,C62,,,,,
MSH012_121006,,,AVL,1100,C62,,,,,
MSH012_121007,,,AVL,2700,C62,,,,,
MSH012_121008,,,AVL,2100,C62,,,,,
MSH012_121301,,,AVL,1500,C62,,,,,
MSH012_121302,,,AVL,1700,C62,,,,,
MSH012_121303,,,AVL,2900,C62,,,,,
MSH012_121304,,,AVL,1300,C62,,,,,
MSH012_121305,,,AVL,1000,C62,,,,,
MSH012_121306,,,AVL,2300,C62,,,,,
MSH012_121307,,,AVL,2900,C62,,,,,
MSH012_121308,,,AVL,1800,C62,,,,,
MSH012_121401,,,AVL,1600,C62,,,,,
MSH012_121402,,,AVL,2800,C62,,,,,
MSH012_121403,,,AVL,2400,C62,,,,,
MSH012_121404,,,AVL,2200,C62,,,,,
MSH012_121405,,,AVL,1500,C62,,,,,
MSH012_121406,,,AVL,1800,C62,,,,,
MSH012_121407,,,AVL,2900,C62,,,,,
MSH012_121408,,,AVL,2600,C62,,,,,
MSH012_121501,,,AVL,1900,C62,,,,,
MSH012_121502,,,AVL,2200,C62,,,,,
MSH012_121503,,,AVL,2100,C62,,,,,
MSH012_121504,,,AVL,3000,C62,,,,,
MSH012_121505,,,AVL,2900,C62,,,,,
MSH012_121506,,,AVL,1600,C62,,,,,
MSH012_121507,,,AVL,2000,C62,,,,,
MSH012_121508,,,AVL,2700,C62,,,,,
MSH012_121601,,,AVL,2800,C62,,,,,
MSH012_121602,,,AVL,2400,C62,,,,,
MSH012_121603,,,AVL,2100,C62,,,,,
MSH012_121604,,,AVL,1400,C62,,,,,
MSH012_121605,,,AVL,2300,C62,,,,,
MSH012_121606,,,AVL,1900,C62,,,,,
MSH012_121607,,,AVL,1800,C62,,,,,
MSH012_121608,,,AVL,1300,C62,,,,,
MSH012_121701,,,AVL,2800,C62,,,,,
MSH012_121702,,,AVL,2400,C62,,,,,
MSH012_121703,,,AVL,2800,C62,,,,,
MSH012_121704,,,AVL,1300,C62,,,,,
MSH012_121705,,,AVL,1800,C62,,,,,
MSH012_121706,,,AVL,1700,C62,,,,,
MSH012_121707,,,AVL,1200,C62,,,,,
MSH012_121708,,,AVL,2200,C62,,,,,
MSH012_121801,,,AVL,2800,C62,,,,,
MSH012_121802,,,AVL,1400,C62,,,,,
MSH012_121803,,,AVL,2100,C62,,,,,
MSH012_121804,,,AVL,2800,C62,,,,,
MSH012_121805,,,AVL,1700,C62,,,,,
MSH012_121806,,,AVL,1100,C62,,,,,
MSH012_121807,,,AVL,1300,C62,,,,,
MSH012_121808,,,AVL,1400,C62,,,,,
MSH012_121901,,,AVL,1900,C62,,,,,
MSH012_121902,,,AVL,1600,C62,,,,,
MSH012_121903,,,AVL,1300,C62,,,,,
MSH012_121904,,,AVL,1800,C62,,,,,
MSH012_121905,,,AVL,3000,C62,,,,,
MSH012_121906,,,AVL,1700,C62,,,,,
MSH012_121907,,,AVL,3000,C62,,,,,
MSH012_121908,,,AVL,1400,C62,,,,,
MSH012_122001,,,AVL,1000,C62,,,,,
MSH012_122002,,,AVL,2600,C62,,,,,
MSH012_122003,,,AVL,1600,C62,,,,,
MSH012_122004,,,AVL,2900,C62,,,,,
MSH012_122005,,,AVL,2600,C62,,,,,
MSH012_122006,,,AVL,1500,C62,,,,,
MSH012_122007,,,AVL,3000,C62,,,,,
MSH012_122008,,,AVL,2200,C62,,,,,
MSH012_122201,,,AVL,2300,C62,,,,,
MSH012_122202,,,AVL,2500,C62,,,,,
MSH012_122203,,,AVL,1100,C62,,,,,
MSH012_122204,,,AVL,1800,C62,,,,,
MSH012_122205,,,AVL,1300,C62,,,,,
MSH012_122206,,,AVL,3000,C62,,,,,
MSH012_122207,,,AVL,3000,C62,,,,,
MSH012_122208,,,AVL,3000,C62,,,,,
GCL019_190101,,,AVL,2900,C62,,,,,
GCL019_190102,,,AVL,2900,C62,,,,,
GCL019_190103,,,AVL,1900,C62,,,,,
GCL019_190104,,,AVL,1400,C62,,,,,
GCL019_190201,,,AVL,2000,C62,,,,,
GCL019_190202,,,AVL,2300,C62,,,,,
GCL019_190203,,,AVL,2400,C62,,,,,
GCL019_190204,,,AVL,1900,C62,,,,,
GCL019_190205,,,AVL,1600,C62,,,,,
GCL019_190206,,,AVL,1100,C62,,,,,
GCL019_190207,,,AVL,1500,C62,,,,,
GCL019_190301,,,AVL,2500,C62,,,,,
GCL019_190302,,,AVL,1400,C62,,,,,
GCL019_190303,,,AVL,3000,C62,,,,,
GCL019_190304,,,AVL,1200,C62,,,,,
GCL019_190305,,,AVL,2200,C62,,,,,
GCL019_190306,,,AVL,2700,C62,,,,,
GCL019_190307,,,AVL,2300,C62,,,,,
GCL019_190401,,,AVL,2300,C62,,,,,
GCL019_190402,,,AVL,2800,C62,,,,,
GCL019_190403,,,AVL,2100,C62,,,,,
GCL019_190404,,,AVL,1800,C62,,,,,
GCL019_190405,,,AVL,2200,C62,,,,,
GCL019_190406,,,AVL,1400,C62,,,,,
GCL019_190407,,,AVL,1800,C62,,,,,
GCL019_190501,,,AVL,1800,C62,,,,,
GCL019_190502,,,AVL,2300,C62,,,,,
GCL019_190503,,,AVL,1900,C62,,,,,
GCL019_190504,,,AVL,2200,C62,,,,,
GCL019_190505,,,AVL,1100,C62,,,,,
GCL019_190506,,,AVL,2500,C62,,,,,
GCL019_190507,,,AVL,2900,C62,,,,,
GCL019_190601,,,AVL,2300,C62,,,,,
GCL019_190602,,,AVL,1900,C62,,,,,
GCL019_190603,,,AVL,1900,C62,,,,,
GCL019_190604,,,AVL,1100,C62,,,,,
GCL019_190605,,,AVL,2900,C62,,,,,
GCL019_190606,,,AVL,2800,C62,,,,,
GCL019_190607,,,AVL,2600,C62,,,,,
GCL019_190701,,,AVL,1000,C62,,,,,
GCL019_190702,,,AVL,1900,C62,,,,,
GCL019_190703,,,AVL,2100,C62,,,,,
GCL019_190704,,,AVL,3000,C62,,,,,
GCL019_190705,,,AVL,1300,C62,,,,,
GCL019_190706,,,AVL,1600,C62,,,,,
GCL019_190707,,,AVL,2900,C62,,,,,
GCL019_190801,,,AVL,2200,C62,,,,,
GCL019_190802,,,AVL,2500,C62,,,,,
GCL019_190803,,,AVL,1500,C62,,,,,
GCL019_190804,,,AVL,1900,C62,,,,,
GCL019_190805,,,AVL,1900,C62,,,,,
GCL019_190806,,,AVL,2900,C62,,,,,
GCL019_190807,,,AVL,2200,C62,,,,,
GCL019_190901,,,AVL,1000,C62,,,,,
GCL019_190902,,,AVL,1500,C62,,,,,
GCL019_190903,,,AVL,1000,C62,,,,,
GCL019_190904,,,AVL,2900,C62,,,,,
GCL019_191001,,,AVL,1400,C62,,,,,
GCL019_191002,,,AVL,2400,C62,,,,,
GCL019_191003,,,AVL,2600,C62,,,,,
GCL019_191004,,,AVL,1100,C62,,,,,
GCL019_191005,,,AVL,2000,C62,,,,,
GCL019_191006,,,AVL,2800,C62,,,,,
GCL019_191007,,,AVL,2800,C62,,,,,
GCL019_191101,,,AVL,1800,C62,,,,,
GCL019_191102,,,AVL,2400,C62,,,,,
GCL019_191103,,,AVL,1400,C62,,,,,
GCL019_191104,,,AVL,2400,C62,,,,,
GCL019_191105,,,AVL,2900,C62,,,,,
GCL019_191201,,,AVL,1600,C62,,,,,
GCL019_191202,,,AVL,1000,C62,,,,,
GCL019_191203,,,AVL,2600,C62,,,,,
GCL019_191204,,,AVL,2500,C62,,,,,
GCL019_191205,,,AVL,1100,C62,,,,,
GCL019_191206,,,AVL,2500,C62,,,,,
GCL019_191207,,,AVL,2300,C62,,,,,
GCL019_191301,,,AVL,1400,C62,,,,,
GCL019_191302,,,AVL,2700,C62,,,,,
GCL019_191303,,,AVL,2600,C62,,,,,
GCL019_191304,,,AVL,2200,C62,,,,,
GCL019_191305,,,AVL,3000,C62,,,,,
GCL019_191401,,,AVL,2100,C62,,,,,
GCL019_191402,,,AVL,2800,C62,,,,,
GCL019_191403,,,AVL,1200,C62,,,,,
GCL019_191404,,,AVL,1200,C62,,,,,
GCL019_191501,,,AVL,2700,C62,,,,,
GCL019_191502,,,AVL,2500,C62,,,,,
GCL019_191503,,,AVL,1400,C62,,,,,
GCL019_191504,,,AVL,2400,C62,,,,,
GCL019_191505,,,AVL,1500,C62,,,,,
GCL019_191506,,,AVL,1300,C62,,,,,
GCL019_191507,,,AVL,2000,C62,,,,,
GCL019_191601,,,AVL,2500,C62,,,,,
GCL019_191602,,,AVL,2700,C62,,,,,
GCL019_191603,,,AVL,1300,C62,,,,,
GCL019_191604,,,AVL,1000,C62,,,,,
GCL019_191605,,,AVL,1100,C62,,,,,
GCL018_180101,,,AVL,1100,C62,,,,,
GCL018_180102,,,AVL,1000,C62,,,,,
GCL018_180103,,,AVL,2300,C62,,,,,
GCL018_180104,,,AVL,2600,C62,,,,,
GCL018_180201,,,AVL,2900,C62,,,,,
GCL018_180202,,,AVL,1200,C62,,,,,
GCL018_180203,,,AVL,2300,C62,,,,,
GCL018_180204,,,AVL,1100,C62,,,,,
GCL018_180205,,,AVL,1100,C62,,,,,
GCL018_180301,,,AVL,1700,C62,,,,,
GCL018_180302,,,AVL,2200,C62,,,,,
GCL018_180303,,,AVL,1300,C62,,,,,
GCL018_180304,,,AVL,2800,C62,,,,,
GCL018_180401,,,AVL,1700,C62,,,,,
GCL018_180402,,,AVL,2300,C62,,,,,
GCL018_180403,,,AVL,1900,C62,,,,,
GCL018_180404,,,AVL,2500,C62,,,,,
GCL018_180405,,,AVL,2600,C62,,,,,
GCL018_180406,,,AVL,2500,C62,,,,,
GCL018_180407,,,AVL,2100,C62,,,,,
GCL018_180501,,,AVL,1300,C62,,,,,
GCL018_180502,,,AVL,2700,C62,,,,,
GCL018_180503,,,AVL,1700,C62,,,,,
GCL018_180504,,,AVL,1800,C62,,,,,
GCL018_180505,,,AVL,2900,C62,,,,,
GCL018_180601,,,AVL,1500,C62,,,,,
GCL018_180602,,,AVL,2600,C62,,,,,
GCL018_180603,,,AVL,2400,C62,,,,,
GCL018_180604,,,AVL,1200,C62,,,,,
GCL018_180801,,,AVL,1500,C62,,,,,
GCL018_180802,,,AVL,3000,C62,,,,,
GCL018_180803,,,AVL,2700,C62,,,,,
GCL018_180804,,,AVL,2300,C62,,,,,
GCL018_180805,,,AVL,1100,C62,,,,,
GCL018_180806,,,AVL,1100,C62,,,,,
GCL018_180807,,,AVL,2100,C62,,,,,
GCL018_180901,,,AVL,1900,C62,,,,,
GCL018_180902,,,AVL,2100,C62,,,,,
GCL018_180903,,,AVL,1100,C62,,,,,
GCL018_180904,,,AVL,2900,C62,,,,,
GCL018_180905,,,AVL,1100,C62,,,,,
GCL018_181001,,,AVL,2100,C62,,,,,
GCL018_181002,,,AVL,2700,C62,,,,,
GCL018_181003,,,AVL,1400,C62,,,,,
GCL018_181004,,,AVL,1700,C62,,,,,
GCL018_181005,,,AVL,2000,C62,,,,,
GSH020_200101,,,AVL,1200,C62,,,,,
GSH020_200102,,,AVL,2400,C62,,,,,
GSH020_200103,,,AVL,1500,C62,,,,,
GSH020_200104,,,AVL,1500,C62,,,,,
GSH020_200105,,,AVL,2100,C62,,,,,
GSH020_200106,,,AVL,2700,C62,,,,,
GSH020_200107,,,AVL,1100,C62,,,,,
GSH020_200108,,,AVL,1300,C62,,,,,
GSH020_200201,,,AVL,1600,C62,,,,,
GSH020_200202,,,AVL,2200,C62,,,,,
GSH020_200203,,,AVL,1900,C62,,,,,
GSH020_200204,,,AVL,2100,C62,,,,,
GSH020_200301,,,AVL,2700,C62,,,,,
GSH020_200302,,,AVL,2000,C62,,,,,
GSH020_200303,,,AVL,1400,C62,,,,,
GSH020_200304,,,AVL,1800,C62,,,,,
GSH020_200401,,,AVL,1000,C62,,,,,
GSH020_200402,,,AVL,1200,C62,,,,,
GSH020_200403,,,AVL,1300,C62,,,,,
GSH020_200404,,,AVL,2300,C62,,,,,
GSH020_200501,,,AVL,3000,C62,,,,,
GSH020_200502,,,AVL,2700,C62,,,,,
GSH020_200503,,,AVL,2000,C62,,,,,
GSH020_200504,,,AVL,2700,C62,,,,,
GSH020_200505,,,AVL,1300,C62,,,,,
GSH020_200506,,,AVL,2900,C62,,,,,
GSH020_200507,,,AVL,1000,C62,,,,,
GSH020_200601,,,AVL,1700,C62,,,,,
GSH020_200602,,,AVL,1300,C62,,,,,
GSH020_200603,,,AVL,2800,C62,,,,,
GSH020_200604,,,AVL,2700,C62,,,,,
GSH020_200701,,,AVL,2300,C62,,,,,
GSH020_200702,,,AVL,1500,C62,,,,,
GSH020_200703,,,AVL,2500,C62,,,,,
GSH020_200704,,,AVL,1500,C62,,,,,
GSH020_200705,,,AVL,1200,C62,,,,,
GSH020_200706,,,AVL,2000,C62,,,,,
GSH020_200707,,,AVL,1800,C62,,,,,
GSH020_200708,,,AVL,3000,C62,,,,,
GSH020_200801,,,AVL,1200,C62,,,,,
GSH020_200802,,,AVL,2300,C62,,,,,
GSH020_200803,,,AVL,1000,C62,,,,,
GSH020_200804,,,AVL,2500,C62,,,,,
GCL017_170101,,,AVL,1100,C62,,,,,
GCL017_170102,,,AVL,2400,C62,,,,,
GCL017_170103,,,AVL,2500,C62,,,,,
GCL017_170104,,,AVL,1700,C62,,,,,
GCL017_170105,,,AVL,2100,C62,,,,,
GCL017_170106,,,AVL,1400,C62,,,,,
GCL017_170107,,,AVL,1700,C62,,,,,
GCL017_170201,,,AVL,2400,C62,,,,,
GCL017_170202,,,AVL,2700,C62,,,,,
GCL017_170203,,,AVL,2400,C62,,,,,
GCL017_170204,,,AVL,1800,C62,,,,,
GCL017_170205,,,AVL,2200,C62,,,,,
GCL017_170301,,,AVL,2700,C62,,,,,
GCL017_170302,,,AVL,1400,C62,,,,,
GCL017_170303,,,AVL,1800,C62,,,,,
GCL017_170304,,,AVL,1200,C62,,,,,
GCL017_170305,,,AVL,2700,C62,,,,,
GCL017_170401,,,AVL,1000,C62,,,,,
GCL017_170402,,,AVL,1200,C62,,,,,
GCL017_170403,,,AVL,2900,C62,,,,,
GCL017_170404,,,AVL,2200,C62,,,,,
GCL017_170405,,,AVL,2700,C62,,,,,
GCL017_170501,,,AVL,1100,C62,,,,,
GCL017_170502,,,AVL,1100,C62,,,,,
GCL017_170503,,,AVL,1200,C62,,,,,
GCL017_170504,,,AVL,1100,C62,,,,,
GCL017_170505,,,AVL,1900,C62,,,,,
GCL017_170601,,,AVL,2800,C62,,,,,
GCL017_170602,,,AVL,2500,C62,,,,,
GCL017_170603,,,AVL,2000,C62,,,,,
GCL017_170604,,,AVL,1000,C62,,,,,
GCL017_170605,,,AVL,2700,C62,,,,,
GCL017_170701,,,AVL,2500,C62,,,,,
GCL017_170702,,,AVL,1100,C62,,,,,
GCL017_170703,,,AVL,1800,C62,,,,,
GCL017_170704,,,AVL,3000,C62,,,,,
GCL017_170705,,,AVL,2600,C62,,,,,
GCL017_170801,,,AVL,1900,C62,,,,,
GCL017_170802,,,AVL,2200,C62,,,,,
GCL017_170803,,,AVL,2400,C62,,,,,
GCL017_170804,,,AVL,2600,C62,,,,,
GCL017_170805,,,AVL,2500,C62,,,,,
GCL017_170806,,,AVL,2900,C62,,,,,
GCL017_170807,,,AVL,2500,C62,,,,,
GCL017_170901,,,AVL,2200,C62,,,,,
GCL017_170902,,,AVL,1300,C62,,,,,
GCL017_170903,,,AVL,1000,C62,,,,,
GCL017_170904,,,AVL,1900,C62,,,,,
GCL017_171001,,,AVL,2100,C62,,,,,
GCL017_171002,,,AVL,1000,C62,,,,,
GCL017_171003,,,AVL,1000,C62,,,,,
GCL017_171004,,,AVL,2100,C62,,,,,
GCL017_171005,,,AVL,1300,C62,,,,,
GCL017_171101,,,AVL,1500,C62,,,,,
GCL017_171102,,,AVL,2400,C62,,,,,
GCL017_171103,,,AVL,1700,C62,,,,,
GCL017_171104,,,AVL,1600,C62,,,,,
GCL017_171201,,,AVL,3000,C62,,,,,
GCL017_171202,,,AVL,1700,C62,,,,,
GCL017_171203,,,AVL,1000,C62,,,,,
GCL017_171204,,,AVL,1800,C62,,,,,
GCL017_171205,,,AVL,2800,C62,,,,,
GCL017_171301,,,AVL,2200,C62,,,,,
GCL017_171302,,,AVL,2600,C62,,,,,
GCL017_171303,,,AVL,2000,C62,,,,,
GCL017_171304,,,AVL,2300,C62,,,,,
GCL017_171305,,,AVL,1600,C62,,,,,
GCL017_171401,,,AVL,1800,C62,,,,,
GCL017_171402,,,AVL,1000,C62,,,,,
GCL017_171403,,,AVL,1400,C62,,,,,
GCL017_171404,,,AVL,1700,C62,,,,,
GCL017_171405,,,AVL,1400,C62,,,,,
GCL017_171501,,,AVL,1300,C62,,,,,
GCL017_171502,,,AVL,2200,C62,,,,,
GCL017_171503,,,AVL,2200,C62,,,,,
GCL017_171504,,,AVL,1500,C62,,,,,
GCL017_171601,,,AVL,1300,C62,,,,,
GCL017_171602,,,AVL,1000,C62,,,,,
GCL017_171603,,,AVL,2900,C62,,,,,
GCL017_171604,,,AVL,1500,C62,,,,,
GCL017_171605,,,AVL,2900,C62,,,,,
BCL015_150101,,,AVL,1900,C62,,,,,
BCL015_150102,,,AVL,2500,C62,,,,,
BCL015_150103,,,AVL,2800,C62,,,,,
BCL015_150104,,,AVL,2500,C62,,,,,
BCL015_150201,,,AVL,1400,C62,,,,,
BCL015_150202,,,AVL,1900,C62,,,,,
BCL015_150203,,,AVL,2100,C62,,,,,
BCL015_150204,,,AVL,1700,C62,,,,,
BCL015_150301,,,AVL,1800,C62,,,,,
BCL015_150302,,,AVL,2400,C62,,,,,
